Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,order_month
3921,Kids,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2025-05-23,Retail,Hyderabad,3939.3,May
3922,Kids,Soccer,Phantom GT,L,2,6393.58,0.5,6393.58,2024-12-21,Retail,Bengaluru,1876.21,December
3923,Men,Basketball,LeBron 20,XL,0,3346.95,0.48,0.0,2025-01-21,Online,Kolkata,-197.46,January
3924,Women,Running,Pegasus Turbo,L,2,4809.5,0.5,4809.5,2024-03-26,Online,Kolkata,3090.67,March
3925,Kids,Basketball,LeBron 20,M,2,6518.715,0.23,10038.82,2025-04-19,Retail,Hyderabad,36.04,April
3926,Men,Lifestyle,Dunk Low,XL,2,4791.86,0.49,4887.7,2024-11-08,Online,Mumbai,2972.86,November
3927,Women,Soccer,Premier III,L,2,5598.98,0.5,5598.98,2025-04-10,Retail,Bengaluru,999.67,April
3928,Men,Running,Pegasus Turbo,L,2,5636.21,0.74,2930.83,2024-12-21,Retail,Delhi,-984.86,December
3929,Kids,Running,Free RN,L,1,4199.97,0.9,420.0,2025-05-14,Retail,Mumbai,-861.44,May
3930,Men,Soccer,Phantom GT,S,2,3606.77,0.5,3606.77,2025-02-08,Retail,Mumbai,3624.68,February
3931,Men,Lifestyle,Dunk Low,XL,2,8503.27,0.66,6735.22,2025-01-16,Online,Hyderabad,-115.24,January
3932,Kids,Training,SuperRep Go,L,4,4520.97,0.54,8318.58,2025-06-10,Retail,Bengaluru,1289.36,June
3933,Men,Training,SuperRep Go,XL,4,5280.57,0.47,11194.81,2025-01-25,Online,Pune,1348.54,January
3934,Kids,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2025-01-16,Online,Kolkata,2313.79,January
3935,Women,Running,React Infinity,M,2,6546.46,0.5,6546.46,2025-07-22,Retail,Pune,-833.94,July
3936,Kids,Lifestyle,Blazer Mid,M,3,3544.33,0.49,5422.82,2023-07-28,Retail,Pune,1983.5,July
3937,Women,Running,React Infinity,M,2,8503.27,0.5,9550.19,2024-12-07,Online,Hyderabad,-638.36,December
3938,Kids,Training,SuperRep Go,M,1,3346.95,0.47,1496.53,2025-01-16,Online,Kolkata,1933.98,January
3939,Women,Training,ZoomX Invincible,M,2,6944.2,0.47,7360.85,2025-01-22,Online,Bengaluru,2219.59,January
3940,Kids,Running,React Infinity,L,2,6546.46,0.5,6546.46,2024-12-30,Online,Hyderabad,491.15,December
3941,Men,Soccer,Phantom GT,M,0,8503.27,0.5,0.0,2025-01-16,Online,Pune,1829.77,January
3942,Men,Lifestyle,Blazer Mid,M,1,3346.95,0.49,1674.46,2024-04-27,Online,Delhi,-938.81,April
3943,Women,Soccer,Tiempo Legend,M,0,7253.3,0.45,0.0,2024-12-21,Retail,Bengaluru,3857.9,December
3944,Men,Training,Metcon 7,M,2,5817.695,0.04,11169.97,2024-10-12,Online,Bengaluru,-151.58,October
3946,Men,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2024-08-23,Retail,Kolkata,3250.78,August
3947,Men,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2024-07-29,Retail,Kolkata,3354.76,July
3948,Women,Basketball,LeBron 20,L,2,6518.715,0.64,4693.47,2025-01-16,Online,Delhi,3470.77,January
3950,Kids,Running,React Infinity,XL,2,3474.66,0.5,3474.66,2025-07-02,Online,Kolkata,474.81,July
3951,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2024-12-31,Online,Delhi,1982.85,December
3952,Women,Soccer,Mercurial Superfly,XL,2,6569.65,0.83,2233.68,2025-06-29,Online,Mumbai,3142.6,June
3953,Women,Basketball,Air Jordan,XL,2,6165.08,0.48,6411.68,2025-01-14,Retail,Delhi,2004.93,January
3955,Kids,Training,SuperRep Go,XL,3,5280.57,0.47,8396.11,2025-01-16,Retail,Pune,1798.76,January
3956,Women,Lifestyle,Air Force 1,L,2,6235.995,0.49,6360.71,2025-03-06,Online,Hyderabad,2842.28,March
3957,Men,Lifestyle,Waffle One,XL,2,3346.95,0.49,2155.27,2025-06-26,Online,Hyderabad,2404.92,June
3958,Women,Lifestyle,Dunk Low,L,4,8503.27,0.49,14613.12875,2024-03-23,Retail,Kolkata,-312.44,March
3959,Kids,Lifestyle,Dunk Low,M,4,6091.98,0.49,12427.64,2025-01-12,Retail,Mumbai,2494.96,January
3960,Women,Lifestyle,Dunk Low,M,2,3346.95,0.49,2500.5,2025-06-22,Retail,Mumbai,1850.9,June
3961,Kids,Lifestyle,Waffle One,L,2,3369.14,0.49,3436.52,2025-03-28,Online,Hyderabad,3888.52,March
3963,Men,Soccer,Mercurial Superfly,XL,1,6698.41,0.5,3349.2,2024-12-21,Retail,Mumbai,-245.76,December
3964,Women,Training,ZoomX Invincible,XL,2,6944.2,0.47,7360.85,2025-01-03,Retail,Kolkata,117.6,January
3965,Kids,Soccer,Mercurial Superfly,M,2,6569.65,0.05,12482.34,2025-01-16,Online,Hyderabad,1194.67,January
3966,Kids,Training,Metcon 7,S,2,5817.695,0.47,6166.76,2024-12-21,Retail,Mumbai,2072.67,December
3967,Women,Lifestyle,Waffle One,L,0,5582.98,0.49,0.0,2025-01-16,Online,Bengaluru,-806.4,January
3968,Kids,Lifestyle,Waffle One,M,2,8141.77,0.49,8304.61,2024-12-05,Retail,Bengaluru,774.01,December
3969,Women,Lifestyle,Waffle One,XL,2,7922.86,0.49,8081.32,2023-08-04,Retail,Mumbai,3753.92,August
3970,Men,Soccer,Phantom GT,L,0,8503.27,0.5,0.0,2025-06-29,Retail,Kolkata,3351.31,June
3971,Kids,Training,Metcon 7,S,2,5817.695,0.95,581.77,2025-02-11,Retail,Bengaluru,3840.73,February
3972,Men,Running,Pegasus Turbo,XL,1,5653.14,0.5,2826.57,2024-12-20,Retail,Bengaluru,1990.32,December
3973,Kids,Running,React Infinity,M,2,6546.46,0.5,6546.46,2025-01-16,Online,Bengaluru,-475.2,January
3974,Men,Lifestyle,Dunk Low,L,4,6202.99,0.49,12654.1,2024-03-22,Retail,Delhi,97.6,March
3975,Women,Soccer,Tiempo Legend,M,3,6045.785,0.5,9068.68,2025-03-22,Retail,Mumbai,1293.38,March
3976,Men,Training,SuperRep Go,L,4,7534.51,0.47,14613.12875,2024-12-12,Retail,Delhi,778.13,December
3977,Men,Soccer,Mercurial Superfly,L,0,7483.74,0.21,0.0,2025-05-11,Online,Delhi,2545.49,May
3978,Women,Training,Flex Trainer,M,2,8503.27,0.47,10438.37,2024-09-11,Retail,Delhi,754.75,September
3979,Men,Training,ZoomX Invincible,M,3,6944.2,0.5,10416.3,2025-06-11,Online,Pune,896.9,June
3980,Men,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2025-07-07,Retail,Hyderabad,-223.3,July
3981,Men,Soccer,Premier III,L,2,4007.55,0.5,4007.55,2023-12-21,Online,Delhi,90.51,December
3982,Men,Basketball,Zoom Freak,L,2,8006.71,0.48,8326.98,2024-10-16,Online,Bengaluru,1486.86,October
3983,Kids,Lifestyle,Waffle One,L,4,5582.98,0.22,14613.12875,2025-01-16,Online,Pune,633.64,January
3984,Women,Training,SuperRep Go,L,4,5280.57,0.47,11194.81,2024-12-21,Retail,Pune,486.8,December
3986,Kids,Running,Air Zoom,L,1,5550.99,0.5,2775.5,2024-11-10,Retail,Mumbai,681.84,November
3987,Kids,Basketball,Zoom Freak,L,2,6304.01,0.48,6556.17,2024-08-18,Retail,Hyderabad,3908.61,August
3988,Kids,Lifestyle,Blazer Mid,M,4,7945.46,0.67,10488.01,2024-10-10,Online,Pune,3698.62,October
3989,Men,Training,Metcon 7,L,2,5817.695,0.47,6166.76,2024-10-20,Online,Bengaluru,1005.26,October
3990,Kids,Basketball,Air Jordan,L,0,6165.08,0.48,0.0,2025-01-16,Online,Kolkata,2974.82,January
3991,Men,Training,ZoomX Invincible,M,0,6944.2,0.1,0.0,2025-07-19,Online,Bengaluru,97.51,July
3992,Men,Lifestyle,Dunk Low,XL,2,4431.62,0.49,4520.25,2025-01-13,Online,Pune,-907.76,January
3993,Kids,Lifestyle,Blazer Mid,S,2,6383.24,0.49,6510.9,2025-04-25,Retail,Hyderabad,1060.98,April
3994,Kids,Basketball,Air Jordan,L,4,6165.08,0.48,12823.37,2025-04-12,Retail,Bengaluru,-97.39,April
3995,Men,Lifestyle,Air Force 1,L,2,6235.995,0.47,6610.15,2025-01-16,Online,Delhi,3242.46,January
3996,Men,Running,React Infinity,L,2,6546.46,0.5,6546.46,2025-01-16,Online,Bengaluru,2919.12,January
3997,Women,Lifestyle,Waffle One,M,4,5582.98,0.49,11389.28,2024-01-24,Retail,Hyderabad,-484.62,January
3998,Men,Training,Flex Trainer,M,2,6424.54,0.47,6810.01,2025-01-16,Online,Delhi,2029.57,January
3999,Kids,Lifestyle,Blazer Mid,S,2,6383.24,0.27,9319.53,2024-09-16,Online,Kolkata,1484.61,September
4000,Women,Basketball,Air Jordan,M,2,6165.08,0.11,10973.84,2025-01-09,Retail,Kolkata,309.79,January
4001,Women,Basketball,Zoom Freak,L,2,7586.32,0.48,7889.77,2025-01-16,Online,Mumbai,2155.01,January
4002,Kids,Soccer,Mercurial Superfly,M,2,6056.88,0.5,6056.88,2024-11-03,Retail,Mumbai,2114.03,November
4003,Men,Lifestyle,Air Force 1,L,2,7165.28,0.49,7308.59,2025-02-03,Retail,Mumbai,839.48,February
4004,Men,Basketball,Air Jordan,XL,2,6165.08,0.06,11590.35,2025-04-14,Retail,Delhi,-748.58,April
4005,Kids,Training,Metcon 7,M,2,3730.58,0.47,3954.41,2024-11-30,Online,Delhi,1784.38,November
4006,Kids,Basketball,LeBron 20,XL,2,6518.715,0.48,6779.46,2024-12-21,Retail,Kolkata,2617.0,December
4007,Kids,Soccer,Premier III,XL,0,5598.98,0.5,0.0,2025-01-10,Retail,Pune,1746.06,January
4008,Men,Basketball,LeBron 20,M,3,7737.27,0.07,14613.12875,2023-12-15,Retail,Hyderabad,180.31,December
4009,Kids,Basketball,Zoom Freak,M,2,6304.01,0.48,6556.17,2024-03-30,Retail,Mumbai,-737.91,March
4011,Women,Running,Air Zoom,M,4,4909.56,0.5,9819.12,2025-07-04,Retail,Bengaluru,2934.53,July
4012,Men,Basketball,Zoom Freak,M,2,5879.06,0.47,6231.8,2025-05-28,Retail,Hyderabad,2129.44,May
4013,Women,Basketball,LeBron 20,L,2,3794.99,0.48,3946.79,2025-07-04,Online,Hyderabad,1398.9,July
4014,Kids,Running,Air Zoom,L,2,5550.99,0.5,5550.99,2024-08-04,Retail,Hyderabad,563.6,August
4015,Men,Lifestyle,Air Force 1,L,4,5505.76,0.49,11231.75,2025-07-05,Online,Bengaluru,1194.93,July
4017,Kids,Training,Metcon 7,XL,2,8503.27,0.47,9783.48,2025-03-20,Online,Mumbai,1178.1,March
4018,Women,Lifestyle,Blazer Mid,M,2,6469.59,0.36,8281.08,2024-12-21,Retail,Mumbai,-69.8,December
4019,Women,Soccer,Tiempo Legend,L,2,6045.785,0.66,4111.13,2024-10-27,Online,Bengaluru,171.8,October
4020,Women,Running,Pegasus Turbo,M,2,4052.25,0.5,4052.25,2024-12-21,Retail,Bengaluru,3360.33,December
4021,Women,Basketball,Kyrie Flytrap,S,2,7023.61,0.48,7304.55,2025-01-16,Online,Delhi,2199.3,January
4022,Kids,Training,Metcon 7,L,2,5817.695,0.47,6166.76,2024-12-21,Online,Bengaluru,2380.63,December
4023,Women,Running,Free RN,XL,0,3346.95,0.76,0.0,2024-11-28,Online,Hyderabad,1267.41,November
4024,Men,Training,Metcon 7,M,0,5817.695,0.47,0.0,2024-08-29,Retail,Bengaluru,-738.85,August
4025,Women,Basketball,Kyrie Flytrap,L,2,3346.95,0.48,2355.98,2024-06-25,Retail,Kolkata,2946.35,June
4026,Men,Basketball,Zoom Freak,XL,0,3731.78,0.48,0.0,2025-02-17,Online,Hyderabad,-885.09,February
4027,Men,Basketball,Air Jordan,L,2,8050.32,0.48,8372.33,2024-12-21,Retail,Delhi,3125.71,December
4028,Women,Running,Pegasus Turbo,M,3,5653.14,0.5,8479.71,2025-01-12,Retail,Delhi,2568.4,January
4029,Kids,Training,Flex Trainer,XL,2,6424.54,0.47,6810.01,2025-06-29,Retail,Bengaluru,3231.16,June
4030,Men,Lifestyle,Waffle One,L,2,5582.98,0.49,5694.64,2025-04-28,Online,Kolkata,1865.56,April
4031,Men,Soccer,Phantom GT,M,2,4272.26,0.83,1452.57,2024-12-21,Retail,Kolkata,1977.91,December
4032,Men,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2024-12-21,Retail,Pune,-135.15,December
4033,Men,Lifestyle,Blazer Mid,L,4,4398.68,0.27,12844.15,2024-12-21,Retail,Bengaluru,3573.92,December
4035,Women,Training,ZoomX Invincible,L,2,6944.2,0.87,1805.49,2025-01-11,Retail,Delhi,2738.44,January
4036,Men,Soccer,Mercurial Superfly,M,2,6569.65,0.07,12219.55,2025-01-16,Online,Mumbai,2718.34,January
4037,Women,Basketball,LeBron 20,XL,2,6518.715,0.74,3389.73,2023-08-08,Retail,Delhi,776.81,August
4038,Kids,Running,Pegasus Turbo,L,2,5349.1,0.5,5349.1,2025-03-04,Retail,Pune,1724.16,March
4039,Women,Lifestyle,Air Force 1,L,2,5103.01,0.49,5205.07,2024-12-06,Online,Delhi,-134.82,December
4041,Men,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2024-09-09,Online,Mumbai,3221.72,September
4042,Kids,Lifestyle,Air Force 1,M,0,3346.95,0.49,0.0,2025-01-16,Online,Hyderabad,-198.88,January
4043,Kids,Running,Air Zoom,L,4,5235.22,0.51,10261.03,2025-05-28,Online,Hyderabad,3321.49,May
4044,Women,Training,Flex Trainer,M,0,6687.28,0.47,0.0,2024-08-07,Online,Pune,2636.12,August
4046,Women,Running,React Infinity,L,2,5140.99,0.5,5140.99,2025-02-20,Online,Pune,999.97,February
4047,Men,Running,Air Zoom,XL,2,5550.99,0.5,5550.99,2024-12-21,Retail,Kolkata,56.56,December
4048,Men,Running,Air Zoom,M,2,3346.95,0.5,2342.93,2024-12-21,Retail,Delhi,2239.79,December
4050,Women,Running,Pegasus Turbo,XL,2,3750.77,0.5,3750.77,2025-02-27,Online,Bengaluru,-171.08,February
4051,Kids,Training,Metcon 7,M,2,7986.76,0.47,8465.97,2024-10-11,Online,Hyderabad,944.54,October
4052,Kids,Training,Flex Trainer,L,2,6952.66,0.47,7369.82,2025-01-19,Online,Hyderabad,1624.3,January
4053,Women,Soccer,Phantom GT,S,2,6393.58,0.5,6393.58,2025-03-02,Retail,Pune,21.13,March
4054,Women,Lifestyle,Waffle One,L,2,3394.38,0.75,1697.19,2024-05-09,Online,Mumbai,-401.5,May
4055,Kids,Running,Air Zoom,L,2,8333.95,0.5,8333.95,2025-01-16,Online,Mumbai,3329.27,January
4056,Kids,Running,Air Zoom,M,2,5550.99,0.5,5550.99,2024-12-13,Retail,Hyderabad,3732.77,December
4057,Kids,Basketball,Kyrie Flytrap,M,2,5066.14,0.48,5268.79,2023-09-22,Retail,Delhi,2575.38,September
4058,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,0.34,6687.3,2024-11-13,Online,Delhi,153.9,November
4059,Kids,Basketball,Air Jordan,L,1,8503.27,0.48,5044.21,2025-02-03,Retail,Delhi,1000.57,February
4060,Women,Soccer,Tiempo Legend,L,2,8503.27,0.9,1731.09,2024-08-20,Online,Pune,3159.11,August
4061,Men,Basketball,Air Jordan,XL,2,6165.08,0.48,6411.68,2024-12-21,Retail,Mumbai,2599.62,December
4062,Men,Basketball,Zoom Freak,M,0,6304.01,0.48,0.0,2025-05-17,Online,Mumbai,505.51,May
4063,Kids,Lifestyle,Air Force 1,L,0,6235.995,0.38,0.0,2025-01-16,Online,Mumbai,-617.86,January
4064,Men,Basketball,Air Jordan,L,4,6165.08,0.38,14613.12875,2024-09-24,Retail,Hyderabad,587.63,September
4065,Women,Basketball,LeBron 20,XL,2,7881.81,0.48,8197.08,2024-12-08,Online,Pune,1067.59,December
4066,Kids,Running,React Infinity,L,4,6599.26,0.85,3959.56,2025-06-29,Retail,Bengaluru,3344.47,June
4067,Men,Soccer,Mercurial Superfly,M,4,7408.31,0.5,14613.12875,2025-05-17,Online,Bengaluru,1974.4,May
4068,Men,Soccer,Tiempo Legend,L,2,6045.785,0.5,6045.78,2025-01-16,Online,Pune,1280.59,January
4070,Kids,Basketball,Air Jordan,L,2,6966.16,0.24,10588.56,2024-10-23,Retail,Pune,2671.6,October
4071,Men,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2024-12-21,Retail,Bengaluru,1112.91,December
4072,Men,Soccer,Premier III,M,2,5598.98,0.5,5598.98,2025-05-20,Online,Pune,3542.88,May
4073,Kids,Training,Flex Trainer,M,2,5732.59,0.47,6076.55,2024-11-30,Online,Kolkata,3353.3,November
4074,Kids,Basketball,LeBron 20,L,2,8503.27,0.48,9020.73,2024-03-28,Retail,Mumbai,-286.0,March
4075,Kids,Running,Free RN,XL,2,6290.99,0.5,6290.99,2025-05-30,Online,Delhi,2484.0,May
4076,Kids,Basketball,LeBron 20,XL,2,6518.715,0.33,8735.08,2025-04-03,Online,Kolkata,925.71,April
4077,Men,Training,SuperRep Go,L,2,8503.27,0.47,9817.12,2025-01-16,Online,Mumbai,361.16,January
4078,Women,Lifestyle,Air Force 1,M,2,6235.995,0.56,5487.68,2025-01-01,Online,Mumbai,2742.28,January
4079,Kids,Lifestyle,Waffle One,XL,2,5582.98,0.49,5694.64,2024-11-21,Retail,Delhi,2083.6,November
4080,Kids,Training,Flex Trainer,M,2,8503.27,0.47,9026.88,2024-11-27,Retail,Hyderabad,255.47,November
4081,Men,Lifestyle,Waffle One,XL,2,4902.19,0.25,7353.28,2024-12-21,Retail,Bengaluru,608.65,December
4082,Kids,Soccer,Mercurial Superfly,M,2,8233.64,0.5,8233.64,2025-04-07,Retail,Bengaluru,3007.26,April
4083,Men,Training,Flex Trainer,L,2,8503.27,0.47,9234.52,2025-03-29,Online,Bengaluru,-773.05,March
4084,Kids,Running,Air Zoom,S,2,3346.95,0.5,2108.04,2024-12-21,Retail,Kolkata,-1087.34,December
4085,Men,Lifestyle,Dunk Low,L,4,6202.99,0.49,12654.1,2025-01-21,Online,Bengaluru,1897.69,January
4086,Women,Running,Air Zoom,XL,3,4537.02,0.5,6805.53,2025-04-03,Online,Pune,-195.0,April
4087,Men,Basketball,LeBron 20,XL,2,6518.715,0.48,6779.46,2024-03-13,Retail,Hyderabad,3939.54,March
4088,Men,Training,Flex Trainer,M,2,5649.73,0.41,6666.68,2025-03-16,Retail,Mumbai,1548.1,March
4089,Women,Running,React Infinity,L,2,6546.46,0.5,6546.46,2025-02-15,Online,Bengaluru,2854.02,February
4090,Men,Lifestyle,Air Force 1,L,2,5109.51,0.49,5211.7,2025-06-26,Retail,Delhi,-1164.28,June
4091,Kids,Running,Free RN,L,2,8331.85,0.5,8331.85,2024-12-21,Retail,Kolkata,1061.2,December
4092,Women,Lifestyle,Air Force 1,XL,2,8503.27,0.49,10059.04,2024-10-23,Online,Delhi,48.02,October
4093,Women,Lifestyle,Waffle One,L,4,8503.27,0.49,14613.12875,2024-12-21,Retail,Kolkata,2944.03,December
4094,Kids,Soccer,Tiempo Legend,M,2,4094.79,0.5,4094.79,2025-05-18,Online,Hyderabad,2779.39,May
4095,Men,Running,Free RN,XL,1,7129.09,0.5,3564.54,2025-01-16,Online,Pune,1993.16,January
4096,Women,Soccer,Phantom GT,M,2,6393.58,0.5,6393.58,2024-04-03,Online,Pune,3865.04,April
4097,Men,Basketball,Kyrie Flytrap,XL,2,3443.1,0.48,3580.82,2024-09-17,Retail,Hyderabad,1928.88,September
4098,Men,Lifestyle,Waffle One,L,0,5582.98,0.49,0.0,2024-09-11,Retail,Bengaluru,2371.45,September
4099,Women,Soccer,Tiempo Legend,M,2,8503.27,0.5,8864.29,2025-03-15,Online,Pune,3616.91,March
4100,Men,Running,Pegasus Turbo,L,2,3346.95,0.5,3315.29,2024-03-19,Online,Delhi,1507.71,March
4101,Men,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2024-07-10,Retail,Delhi,3064.92,July
4102,Men,Basketball,LeBron 20,XL,2,6518.715,0.48,6779.46,2025-06-20,Retail,Mumbai,1310.35,June
4103,Men,Lifestyle,Waffle One,L,2,3346.95,0.49,2524.92,2024-12-21,Retail,Hyderabad,2158.91,December
4104,Kids,Basketball,Zoom Freak,L,2,6304.01,0.48,6556.17,2025-07-16,Online,Bengaluru,3999.21,July
4105,Men,Running,Pegasus Turbo,XL,2,3489.95,0.5,3489.95,2024-05-25,Retail,Bengaluru,2093.87,May
4107,Kids,Running,React Infinity,L,2,6546.46,0.5,6546.46,2025-04-27,Retail,Hyderabad,779.19,April
4108,Kids,Running,Pegasus Turbo,L,2,3346.95,0.19,4483.43,2023-11-25,Online,Kolkata,1059.07,November
4109,Kids,Training,SuperRep Go,XL,2,8503.27,0.47,10315.74,2024-11-29,Online,Mumbai,-675.88,November
4110,Men,Training,Metcon 7,M,2,5817.695,0.41,6864.88,2024-08-26,Retail,Hyderabad,3387.91,August
4111,Women,Lifestyle,Waffle One,L,2,4934.05,0.83,1677.58,2024-11-26,Retail,Bengaluru,2377.84,November
4112,Women,Running,React Infinity,L,2,6254.85,0.5,6254.85,2025-04-22,Online,Delhi,2093.68,April
4113,Kids,Basketball,Zoom Freak,L,2,6435.66,0.48,6693.09,2025-05-12,Online,Bengaluru,3372.49,May
4114,Kids,Training,Metcon 7,XL,4,4307.83,0.47,9132.6,2025-07-13,Retail,Bengaluru,-233.59,July
4115,Men,Basketball,Air Jordan,M,2,4613.79,0.48,4798.34,2025-05-14,Retail,Delhi,-758.5,May
4116,Women,Lifestyle,Air Force 1,M,2,3854.22,0.49,3931.3,2024-08-19,Online,Pune,-43.41,August
4117,Women,Basketball,Zoom Freak,M,2,8503.27,0.51,9311.64,2024-10-03,Online,Hyderabad,266.4,October
4118,Kids,Basketball,LeBron 20,XL,4,5355.64,0.48,11139.73,2025-05-21,Retail,Mumbai,-538.94,May
4119,Kids,Training,ZoomX Invincible,M,2,8503.27,0.69,5486.76,2024-08-25,Online,Mumbai,1451.15,August
4120,Women,Basketball,Zoom Freak,M,2,6304.01,0.48,6556.17,2025-01-16,Online,Delhi,3175.14,January
4121,Kids,Training,ZoomX Invincible,S,0,3346.95,1.0,0.0,2024-11-07,Retail,Bengaluru,-399.33,November
4122,Kids,Lifestyle,Dunk Low,L,1,6202.99,0.49,3163.52,2025-06-18,Retail,Mumbai,-261.43,June
4123,Women,Running,Air Zoom,XL,2,8184.99,0.5,8184.99,2024-12-21,Retail,Hyderabad,41.24,December
4124,Kids,Basketball,LeBron 20,M,1,6518.715,0.0,6518.72,2023-10-16,Online,Delhi,477.62,October
4125,Men,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2024-12-21,Retail,Kolkata,2465.79,December
4126,Women,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2025-07-20,Retail,Delhi,1345.61,July
4127,Women,Running,Free RN,L,2,4690.15,0.49,4783.95,2024-12-21,Online,Kolkata,1331.92,December
4128,Women,Lifestyle,Air Force 1,M,2,3346.95,0.08,4723.11,2025-01-16,Online,Mumbai,1529.46,January
4129,Men,Running,Pegasus Turbo,L,2,3445.62,0.24,5237.34,2025-03-02,Retail,Kolkata,-29.1,March
4130,Men,Running,Air Zoom,XL,2,3346.95,0.5,2776.53,2025-01-16,Online,Mumbai,140.84,January
4131,Women,Running,React Infinity,L,2,3346.95,0.9,416.23,2024-11-16,Online,Bengaluru,3544.31,November
4132,Women,Lifestyle,Dunk Low,XL,2,5087.72,0.07,9463.16,2024-08-08,Online,Hyderabad,-921.97,August
4133,Men,Basketball,Air Jordan,L,3,4105.06,0.48,6403.89,2024-11-09,Online,Mumbai,1015.38,November
4134,Women,Training,ZoomX Invincible,XL,1,6944.2,0.47,3680.43,2024-12-21,Retail,Delhi,2535.71,December
4135,Men,Training,SuperRep Go,L,2,3860.5,0.47,4092.13,2024-10-14,Retail,Delhi,1756.3,October
4136,Kids,Lifestyle,Air Force 1,S,2,6235.995,0.49,6360.71,2024-11-16,Online,Delhi,-105.03,November
4137,Women,Basketball,LeBron 20,XL,2,3346.95,0.48,2402.87,2025-01-02,Retail,Hyderabad,2244.75,January
4138,Kids,Running,Free RN,L,2,6290.99,0.5,6290.99,2025-07-13,Retail,Pune,3938.78,July
4139,Women,Training,Flex Trainer,M,0,6465.53,0.47,0.0,2024-12-31,Online,Kolkata,-279.09,December
4140,Women,Running,Air Zoom,XL,2,5550.99,0.5,5550.99,2025-04-28,Online,Bengaluru,3381.94,April
4141,Men,Training,ZoomX Invincible,S,2,3346.95,0.47,2550.39,2024-12-21,Online,Bengaluru,1504.9,December
4142,Kids,Training,Flex Trainer,L,2,3346.95,0.87,738.65,2025-01-16,Online,Bengaluru,3836.65,January
4143,Women,Running,React Infinity,L,2,6546.46,0.5,6546.46,2025-03-26,Retail,Delhi,3876.35,March
4144,Men,Training,ZoomX Invincible,XL,2,3346.95,0.47,2475.97,2025-01-16,Online,Bengaluru,304.78,January
4145,Kids,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2024-12-21,Retail,Delhi,285.95,December
4146,Kids,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2023-08-27,Online,Mumbai,1217.01,August
4147,Men,Basketball,Zoom Freak,L,1,7659.09,0.48,3982.73,2024-11-26,Online,Delhi,106.35,November
4148,Kids,Soccer,Phantom GT,S,3,5943.25,0.5,8914.88,2025-07-18,Retail,Pune,-900.4,July
4149,Women,Training,SuperRep Go,L,4,5716.52,0.47,12119.02,2024-09-14,Retail,Pune,274.76,September
4150,Men,Basketball,Zoom Freak,L,2,6304.01,0.81,2395.52,2024-12-17,Retail,Pune,3076.73,December
4151,Kids,Training,Metcon 7,M,2,7282.99,0.05,13837.68,2024-10-10,Retail,Kolkata,871.53,October
4152,Men,Basketball,Kyrie Flytrap,XL,1,5066.14,0.48,2634.39,2024-08-07,Online,Mumbai,1011.99,August
4153,Women,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2025-02-13,Retail,Kolkata,2255.74,February
4154,Women,Soccer,Tiempo Legend,L,2,6045.785,0.5,6045.78,2025-01-16,Online,Bengaluru,2963.38,January
4155,Kids,Training,Flex Trainer,M,2,8503.27,0.94,1048.34,2024-12-21,Retail,Bengaluru,547.28,December
4156,Men,Running,React Infinity,M,2,7417.67,0.5,7417.67,2024-05-20,Online,Mumbai,203.96,May
4157,Men,Basketball,Zoom Freak,XL,3,6304.01,0.48,9834.26,2025-07-09,Retail,Delhi,-699.76,July
4158,Women,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2024-08-18,Online,Hyderabad,3155.41,August
4159,Women,Running,React Infinity,XL,2,8503.27,0.5,8683.8,2025-01-16,Online,Delhi,3914.69,January
4160,Men,Lifestyle,Air Force 1,L,2,6148.9,0.49,6271.88,2025-01-16,Online,Delhi,2664.48,January
4161,Men,Running,Air Zoom,L,2,5550.99,0.4,6661.19,2025-04-16,Online,Kolkata,1864.83,April
4162,Men,Training,SuperRep Go,XL,1,3782.59,0.47,2004.77,2025-01-16,Online,Pune,1401.88,January
4163,Men,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2024-09-12,Retail,Hyderabad,1942.39,September
4164,Men,Soccer,Tiempo Legend,XL,0,3346.95,0.5,0.0,2025-07-21,Online,Bengaluru,-1088.9,July
4165,Women,Training,SuperRep Go,XL,1,5280.57,0.26,3907.62,2024-11-20,Online,Bengaluru,2194.38,November
